gene	leverage
DGCR8	-0.4813
EPOP	-0.0129
NR1F3	-0.3475
NUPR2	-0.6503
RAVER2	-0.3918
TIAL1	-0.1726
YTHDC1	-0.2825
DDX60	-0.1047
OTUD5	-0.5919
RNF216	-0.5937
SIKE1	-0.4979
USP25	-0.1795
WRNIP1	-0.6433
ZC3HAV1	-0.2326
DECR	-0.478
DEFB104A	0.0835
MCTS1	-0.1267
ZNF224	-0.2546
DNAJB9	-0.3638
HERPUD2	-0.3847
KRT20	-0.0943
S100A1	-0.28
H1FX	-0.7766
DGAT2	-0.3814
SOX21	-0.587
ESS2	-0.4547
IGF2BP1	-0.3886
MVP	0.1717
ZIC2	-0.4572
DIDO1	-0.4089
SYCE2	-0.4089
SYCE3	-0.3694
SYCP1	-0.4089
TEX12	-0.4089
NHP2	-0.4308
DKFZP434G1621	-0.1224
UBXN2B	-0.5329
P/CL.18	-0.3351
DTX2	-0.0333
HES2	-0.5919
HES3	-0.5844
HES4	-0.4598
HES6	-0.2147
HES7	-0.5185
MFNG	-0.5888
RFNG	-0.4655
WBP1	-0.5251
DKFZP586A1021	-0.2758
DKFZP586L2318	-0.4486
DKFZP666E157	-0.1224
DKFZP666M044	-0.1224
SEMA3C	-0.5929
DKFZP686C21148	-0.4461
RRN3P1	-0.3972
RRN3P2	-0.3972
DKFZP686E07254	-0.2839
DKFZP686F17268	-0.3831
DKFZP686H05229	-0.8252
DKFZP727A051	-0.088
FLJ00092	-0.088
TRAFIP10	-0.088
TRAFIP20	-0.088
DKFZP686L02273	-0.2758
DKFZP686L0787	-0.1224
DKFZP686L18142	-0.8602
DKFZP686M216	-0.4232
DKFZP686N1815	-0.5887
DKFZP686O2142	-0.1168
DKFZP761H087	-0.6192
DKFZP762F247	-0.5832
DKFZP779O2152	-0.6899
ELP3	-0.4312
LIN52	-0.4669
DKFZP781N0293	-0.4446
KREMEN1	-0.6501
KREMEN2	-0.615
WIF1	-0.636
PDHA1	-0.3434
PDHA2	-0.392
PDHX	-0.3022
DLK1	-0.3158
EGFL7	-0.4337
DMBT1	-0.3428
MYPOP	-0.2888
DMRT1	-0.0707
DMRT3	-0.3895
DMRTA1	-0.6144
DMRTA2	-0.4152
ZMYM2	-0.1822
DNAJA2	-0.3001
DNAJA4	-0.2594
HSPA6	-0.4608
STIP1	-0.3491
DNAJB11	0.0538
DNAJB12	-0.1688
DNAJB14	-0.1688
DNAJB8	-0.5763
DNAJB4	-0.56
DNAJB5	-0.1421
TXNIP	-0.011
DNAJC1	-0.0212
DNAJC17	-0.4757
DNAJC2	-0.6045
SOX11	-0.5896
DNAJC9	-0.4255
HESX1	-0.4686
DNTTIP1	-0.5642
DNTTIP2	-0.3004
DONSON	-0.4384
DPCD	-0.5006
DPEP1	-0.2411
DPF2	-0.6644
DPP6	-0.6873
DPPA4	-0.4669
EDF1	-0.2969
DYDC1	-0.6728
DR1	-0.5607
DRAP1	-0.3956
KAT14	-0.71
MBIP	-0.3077
TADA2A	-0.5714
YEATS2	-0.6532
FOXD3	-0.6308
PERP	-0.7467
KRT16	-0.2087
DTD1	-0.8732
WDHD1	-0.7519
PARP9	-0.1386
DTYMK	-0.6144
DUOX2	-0.7228
DUOXA1	-0.4152
DUSP13	0.1013
MEAK7	-0.6539
HSF4	-0.0153
DUT	-0.0177
DUX4L9	-0.4962
GMEB2	-0.0782
PCBD1	-0.43
LIN54	-0.4738
RAD54L2	-0.1436
DYRK3	-0.3247
E2F7	-0.5442
GABPB1	-0.4159
INSIG1	-0.2643
IRF2BPL	-0.5843
KLF13	-0.0593
MAMSTR	-0.4759
NSMCE3	-0.3315
NUDT1	-0.2548
POGK	-0.3384
SFR1	-0.5848
TMEM106C	-0.4384
TMPO	-0.1689
TRIP13	-0.302
ZNF496	-0.3661
EFCAB7	-0.5452
ECD	-0.1188
EZH1	-0.6002
NAIF1	-0.8487
EBAG9	-0.1128
IER2	-0.6146
UPK2	-0.0629
ZNF267	0.025
PIH1D1	-0.3983
ECE1	-0.3405
ECE2	-0.7477
ECEL1	-0.4416
ECM2	-0.598
TRIM59	-0.1863
EDA	-0.4851
EDA2R	-0.2016
GAPD	-0.5268
ETB1	-0.7477
GPR148	-0.7477
KEL	-0.5276
GLDC	-0.2931
NIBAN2	-0.0715
PHF19	-0.2068
PTBP2	-0.302
RIOX1	-0.6574
GFAP	0.1159
SDF4	-0.2104
MFAP5	-0.5839
EFHD1	-0.907
LOXL2	-0.3506
EPN3	-0.3407
GLUL	-0.3948
TPI1	-0.1377
WTIP	-0.5633
ERF	-0.1606
ETV2	-0.3373
FOXJ3	-0.1883
GLYAT	0.1425
HSD11B2	0.0793
INSIG2	-0.5572
ISL2	-0.2168
NAB2	-0.2758
NOTUM	-0.3722
PBX4	-0.2926
PHF14	0.015
SENP1	-0.193
SHOX	0.0419
SLC39A5	-0.329
SPINT1	-0.3094
SYN1	0.0519
SYN2	-0.0151
TFPI2	-0.0509
TNIP1	-0.3219
UNCX	-0.1119
ZBTB12	-0.2577
ZNF345	-0.3373
ZNF524	-0.1794
ZNF536	-0.1833
ZNF668	-0.1717
NAB1	-0.8075
EGR4	-0.6411
NFKBID	-0.5536
NFKBIZ	-0.1985
NKX3-1	-0.4345
NAA10	-0.5991
PRDM5	-0.0089
MAGEA1	-0.0166
EID3	-0.226
NSMCE1	-0.3573
NSMCE2	-0.4167
ZNF346	-0.5434
MOS	-0.2323
IPO11	-0.0457
ENC1	-0.2622
HINT2	-0.3632
XPO4	-0.5965
ILF3	-0.0979
TNPO2	-0.3131
SBNO2	-0.1384
POU2F3	-0.4457
MYEF2	-0.5482
FUT4	-0.7285
MYOCD	-0.3668
FEV	-0.8676
UNC45B	-0.3907
ELN	-0.1345
FOXB1	-0.5421
ZBTB43	-0.3257
ELP1	-0.7251
ELP4	-0.7651
ELSPBP1	-0.4776
MSL3	-0.539
PHF12	-0.2004
ZNF646	-0.0784
EMX1	-0.6881
EMX2	-0.5251
GLIS3	-0.3697
ENTPD1	0.1587
ENTPD3	0.1494
ENTPD8	0.1494
SUPT20HL1	-0.6541
SUPT20HL2	-0.6541
FERMT1	-0.2985
GATA5	-0.3894
HOXD10	-0.297
LGALS7	-0.3098
MBTD1	-0.1429
MRTFB	-0.4765
MSC	-0.049
NR6A1	-0.1882
PLOD2	-0.7635
SCAP	-0.4471
SCN8A	-0.2725
SSBP2	-0.232
TLE6	-0.4924
TLE7	-0.4924
TNFRSF19	-0.382
YARS	-0.369
ZMYND8	-0.009
ZNF483	-0.5607
ZSCAN10	-0.4231
HOPX	-0.2701
EPC2	-0.7635
GYS1	0.0146
GYS2	-0.0461
MYOC	-0.1532
PDF	-0.6647
ERP44	-0.3857
ESCO1	-0.4668
ESCO2	-0.4668
ESM1	-0.033
HR	-0.3231
IGFBP4	-0.2829
KRT33B	-0.4038
KRT35	-0.3865
KRT9	-0.3441
LCOR	-0.228
PSG1	-0.3751
REXO4	-0.3322
SLC34A2	-0.1379
TIMP4	-0.2396
TRIM55	-0.2832
TRPV5	0.1139
WISP2	-0.0896
ZDHHC21	-0.3061
ZDHHC7	-0.3114
ZNF3	-0.1312
ZNF14	-0.2016
ESRP1	-0.2492
ESRP2	-0.2492
ESX1	-0.4634
F13A1	-0.3616
FGL2	0.0135
THBD	-0.3252
SURF2	-0.6592
NHLH2	-0.6176
ZMYM5	-0.3906
SEMA6A	-0.5693
EVX2	-0.4152
MSH3	-0.3135
PNPT1	-0.0258
GMEB1	-0.2695
NEUROG1	-0.1334
SIX4	-0.725
SMS	-0.6763
ZNF431	-0.2263
ZNF675	-0.1153
LIPE	-0.0376
FABP5	-0.6418
SLC10A2	-0.3921
FADS2	-0.2864
NPLOC4	-0.2348
FAM161A	-0.4586
FAM162A	-0.4004
FAM192A	-0.2027
LTBP1	-0.186
SCG2	-0.0683
FAM220BP	0.0712
FAM50B	-0.274
FAM83G	-0.5504
FAM9C	-0.4953
TNFRSF11B	-0.5996
RNF183	-0.4191
FAXDC2	-0.6704
LTBP2	-0.0127
FBP2	-0.4937
PFKFB1	-0.1749
FBXL6	-0.4706
SAE1	-0.1993
FBXO42	-0.4916
FBXO48	-0.4916
MAGEC2	-0.5719
MAGEF1	-0.5151
UBE2QL1	-0.5719
FCRL3	-0.2115
FCRL6	-0.2392
FCRLA	-0.2173
FDFT1	-0.2089
RSAD2	-0.2534
POLQ	-0.5234
FEZF1	-0.404
S100A13	-0.5371
RIPPLY1	-0.7267
SOX30	-0.3958
HDX	-0.7935
FICD	-0.5586
FIGLA	-0.6545
LHX8	-0.6684
FKBP1C	-0.6478
NUTF2	-0.3596
FKBP3	-0.0034
UPP1	-0.4923
LRFN3	-0.7701
NRP2	-0.4954
FLVCR1	-0.5472
GGT5	-0.0291
IRF2BP2	-0.2517
LRCH4	-0.0922
MT1A	0.0723
MT2A	-0.3643
NMI	-0.0144
PTGDS	0.2245
RFX1	-0.17
RNASE4	-0.3642
RNF128	-0.3705
SDCBP2	-0.2189
SLC4A10	-0.3642
TOX4	-0.0371
TSPAN2	-0.3642
ZKSCAN2	-0.4048
ZNF564	-0.0623
PXT1	-0.1105
TXLNG	-0.0933
FOXQ1	-0.5888
GTSF1	-0.0645
PKDCC	-0.5627
PRM1	-0.1035
PRM3	-0.1331
SEBOX	-0.292
SELENBP1	-0.2931
SRARP	-0.5627
MORN2	-0.4833
TP53INP2	-0.3834
VCX	-0.6376
RMDN3	-0.6815
PBX2	-0.4762
FOXD1	-0.3825
GATAD1	-0.4656
PLA2G10	-0.1975
OXCT1	-0.5632
GALT	-0.5538
HCFC2	-0.6257
NPM3	-0.2498
NUDT5	-0.652
FTF	-0.6215
RBMY1C	-0.5067
PTPRE	-0.3555
SPHK2	-0.0738
UPK1A	-0.7311
GPR21	-0.5815
GPR52	-0.7411
G6PD	-0.6626
GAA	-0.4253
GABPB2	-0.4882
IGHMBP2	-0.0786
METTL23	-0.3278
THAP10	-0.4165
ZBTB26	-0.8454
ZNF205	0.1744
GRAMD4	-0.4806
GALNS	-0.1608
PPAT	-0.647
MBD3L1	-0.4564
MBD3L2B	-0.4717
MBD3L3	-0.4717
MBD3L4	-0.4717
MBD3L5	-0.4717
PITHD1	-0.3909
RHAG	-0.5329
SLC11A2	-0.3826
TENT5C	-0.6158
TRIM10	-0.3097
MMD	-0.6704
PKIA	-0.0599
TBX19	-0.6666
TBX18	-0.5091
PYHIN1	-0.7432
GATD3A	-0.6032
GATD3B	-0.6032
GBE1	-0.4466
GBP2	-0.1822
GBP5	-0.1029
GCGR	-0.3027
GCLC	-0.1208
GCLM	-0.057
MBOAT4	-0.5679
MYO6-008	-0.9042
GK	-0.259
GK2	-0.259
GKAP1	0.0138
GLMP	-0.5012
GLS2	-0.0889
GM2A	0.0207
HEXA	-0.6897
TYMP	-0.0187
VAX2	-0.4778
PPM1G	-0.487
PLA2G12A	-0.0268
PLA2G12B	-0.0304
PLA2G2D	-0.0268
PLA2G2E	-0.0268
PLA2G2F	-0.0268
PLA2G3	-0.0268
PLA2G5	-0.0244
PLA2G6	-0.0934
PDC	-0.0122
GNLY	0.0835
GNS	-0.5366
SYAP1	-0.7208
MDK	-0.1585
LSAMP	-0.2506
LY6E	-0.0002
PRND	-0.2734
GPN1	-0.1615
RPAP1	-0.313
GPR177	-0.6404
GPX3	-0.4978
GRHL1	-0.8961
GRP17	-0.5405
TBXT	-0.1057
GSDME	-0.9124
GSX1	-0.2524
GSX2	-0.7828
MKX	-0.3352
TBPL2	-0.507
ZSCAN1	-0.5231
METTL14	-0.2596
METTL3	-0.2308
GUCA2A	-0.0262
PDZD3	-0.7053
GUSB	-0.2968
GYPC	-0.1058
YBX2	-0.4887
ZNF22	-0.714
ZNF331	-0.0945
ZNF70	-0.8564
ZNF662	-0.1129
H2A/K	-0.1168
MACROD1	0.112
SPTY2D1	-0.7078
PRDM9	-0.159
JADE1	-0.7244
KANSL1	-0.6901
KANSL2	-0.6901
KANSL3	-0.6901
KMT5B	-0.0671
KMT5C	-0.2518
MSL1	-0.2308
MSL2	-0.2019
PADI4	-0.1418
PHOX2A	0.1881
HAS3	0.1063
MYADM	-0.8502
HBZ	-0.3619
HCBF-C	-0.407
LZTR1	-0.601
TRPV2	-0.616
HMG20B	-0.1961
IFRD1	-0.181
NACC2	-0.2897
OVOL1	0.0727
RCOR3	-0.1988
RERE	0.1163
SINHCAF	0.0507
SKOR2	0.0459
ZNF395	-0.1262
ZNFX1	-0.2526
PGM2	-0.0957
TBC1D8	-0.2515
ZNF385A	-0.3899
PROX2	-0.384
RREB1	-0.1455
TRIM50	-0.6356
ZNF607	-0.0666
NRIP2	-0.2409
NRIP3	-0.3092
PHGDHL1	-0.4093
UBAC2	-0.3756
HELB	-0.3248
HELQ	-0.3811
HELT	-0.425
HEPACAM2	-0.6969
HEPH	-0.9498
KCMF1	-0.5526
ZBTB5	-0.1663
PTF1A	-0.4007
HFZO1	-0.5832
HFZO2	-0.5832
HGH1	-0.3132
HILPDA	-0.4823
SSX4	-0.4808
TSGA10	-0.3014
TUFT1	-0.4777
ZNF197	-0.2854
ZNF518A	-0.3767
HIGD2A	-0.3219
NKX1-2	-0.9013
PLPBP	-0.9537
TIGAR	-0.9314
HMBS	-0.1399
OLA1	-0.2777
HOXD11	-0.2864
HMGCS1	-0.4391
HMGCS2	-0.2864
HMX2	-0.4634
ZBED3	-0.5241
KCTD1	-0.6554
KIAA1522	-0.5574
LBX2	-0.2016
MAGEA12	-0.2349
NR1I3	-0.3481
SLC2A2	0.0172
VWDE	-0.2016
KHDRBS2	-0.3454
HNRNPA1L2	-0.4307
HOXA13	-0.1671
HOXB8	-0.13
HOXC5	-0.5289
OGFOD1	-0.1035
RASGEF1A	-0.3726
RGL3	0.1256
HSBP1	-0.1247
SCD	-0.3298
HSD17B2	0.1079
HSD17B7	0.1954
MTHFR	-0.2529
IL32	-0.6446
MNS1	-0.4515
ITGB1BP2	0.0585
RPAP3	0.0204
PSAT1	-0.3132
RNF10	-0.1868
TTC4	-0.3132
HSPBP1	0.0403
RNF207	-0.5832
TOR2A	-0.4664
TRIM38	-0.5355
OSGEP	-0.4871
OSGEPL1	-0.1168
SIL1	0.0576
TANGO2	-0.1168
SYPL2	-0.678
VEPH1	-0.2676
METTL21A	-0.1688
PACRG	-0.0912
KIN	-0.1944
PRAMEF17	-0.7216
LPCAT3	-0.5916
THAP5	-0.3895
HYOU1	-0.1514
IARS2	-0.7245
PHF3	-0.1998
IDO1	0.1603
IDO2	-0.7947
IFI44L	-0.8112
USP18	-0.3147
IFITM2	-0.1054
IFITM3	-0.2651
NENF	-0.8987
PPP4R2	-0.4059
TIPRL	-0.6301
IGFBP6	-0.3295
MYORG	-0.8528
MAP3K13	-0.0397
IL17RA	-0.7585
IL17RC	-0.7691
IL17RD	-0.1034
IL1RAPL2	-0.5816
MTPN	-0.0687
XPO5	-0.3821
INAVA	-0.5258
JADE2	-0.9137
INIP	-0.3629
PLAAT3	-0.1409
IPO13	-0.4249
NLRP12	-0.2832
PELI3	-0.1726
TLR5	-0.1959
LRMP	-0.8351
TRIM35	-0.4778
PLD4	-0.4427
RNF166	-0.439
SLC11A1	0.0995
TCP10L	-0.1789
IRX1	-0.4634
IRX4	-0.2479
USP43	-0.4007
SPON2	-0.2278
MRVI1	-0.4839
JAZF1	-0.2507
SCAF1	-0.0472
SCAF11	-0.4052
LENEP	-0.1263
MGP	-0.1059
MTCH1	0.005
NAT14	-0.1263
NQO2	-0.1083
PITX3	-0.2183
PSORS1C2	-0.1099
SLC38A6	-0.0253
TM4SF1	-0.093
WFDC1	-0.107
ZC3H4	0.0313
PTGES	-0.2316
TRNP1	-0.2729
USP3	-0.5237
TFDP3	-0.148
TADA3L	-0.6645
ZNF692	-0.2908
MSL3P1	-0.4579
KATNAL1	-0.223
KCNC2	-0.1031
KCNG2	-0.0999
KCNS3	-0.0999
KCNN1	-0.4592
KCNN2	-0.3229
KCNN4	-0.3201
KCTD15	-0.3401
RNF25	-0.3299
UTY	-0.6907
NEIL2	-0.588
KIAA0406	-0.5088
KIF21A	-0.0315
KLF9	-0.1829
QDPR	-0.4615
KRBA2	-0.234
KYNU	-0.234
NCAM2	-0.541
ZNF281	-0.3623
RBAK	-0.0822
LACRT	-0.4571
SSBP3	-0.582
SSBP4	-0.572
PGM1	-0.6591
TALDO1	-0.3207
LEUTX	-0.6997
RRBP1	-0.1963
NEIL1	-0.8134
LINC00473	-0.5189
PLIN5	-0.5325
LIPG	-0.234
TNIP3	-0.539
LLDBP	-0.6091
LMBRD1	-0.4859
TBC1D31	-0.3272
WDR67	-0.3272
LOC392884	-0.3831
LOC84661	-0.5796
SCEL	-0.1904
LRWD1	-0.6864
ZNF473	-0.0833
VSTM1	-0.3218
ZNF490	-0.0962
ZNF584	-0.1137
ZNF35	-0.9818
ZNF417	-0.0522
PJA1	-0.5713
NR2C2AP	-0.4871
SNCG	-0.0619
TNFRSF25	-0.0463
TRIM14	-0.3151
MYCL	-0.3721
MYCLP1	-0.3723
ZC3H13	-0.8736
MBNL3	-0.0757
MBOAT1	-0.6387
MBOAT2	-0.6387
MBOAT7	-0.6387
SPIN2B	-0.3772
USP17L1	-0.396
USP17L5	-0.396
ZNF136	0.0595
ZNF497	-0.5377
ZNF613	0.0644
MTBP	-0.5021
RFWD3	-0.1583
SUMO1P1	-0.551
TRIM4	-0.5143
ME1	-0.5076
ME3	-0.2864
TSC22D2	-0.5721
TRFP	-0.8376
MID2	-0.2913
SDR16C5	-0.1004
RFTN1	-0.6052
VGLL2	-0.6028
WDR4	-0.1023
MGC16025	-0.2894
MGLL	-0.1859
MICALCL	-0.2171
SENP5	-0.6576
TYR	-0.7665
MLF2	-0.5243
TRPM7	-0.5447
MNDA	-0.3873
MNX1	-0.3897
RASSF6	-0.6001
MPST	-0.3816
MRFAP1	-0.4408
ZNF597	-0.1145
MRNIP	-0.5844
SPO11	-0.5568
MRE11A	-0.4748
MROH2B	-0.0355
TCP11	0.1803
SCAI	-0.601
SC5D	-0.584
MSRA	-0.7548
MSRB1	-0.5423
MSRB2	-0.8249
MSRB3	-0.8249
MT-ND4L	-0.0308
MTRNR2L1	-0.6682
PAFAH2	-0.3219
PAICS	-0.1876
PARP10	-0.2548
SBK2	-0.3219
SLC1A5	-0.2909
SLC22A12	-0.2791
RPE65	-0.631
MYT1L	-0.852
MZB1	-0.3921
PRAMEF11	-0.5457
ZNF462	-0.2454
NBLA02942	-0.3831
NDRG3	-0.3559
NDUFC2-KCTD14	-0.0308
NEMP1	-0.6947
NEMP2	-0.6947
RCAN1	-0.6419
TXNRD2	-0.4869
TXNRD3	-0.5795
PON1	-0.3987
PAEP	0.0119
SETD6	-0.0772
SULF2	-0.2063
RWDD3	-0.1629
ZNF138	-0.697
ZNF253	-0.141
ZNF273	-0.1735
ZNF519	-0.0577
ZNF555	-0.149
ZNF77	0.1806
ZNF92	-0.6627
SS18L2	-0.492
ZNF101	0.047
ZNF43	-0.0679
ZNF430	-0.2238
ZNF556	0.176
ZNF695	-0.7443
ZNF714	-0.0724
USF3	-0.1346
SMPD2	-0.6279
STAG3L1	-0.163
STAG3L2	-0.163
STAG3L3	-0.163
STAG3L4	-0.163
NIPSNAP2	-0.5887
PYDC2	-0.7345
SCD5	-0.4512
POFUT1	-0.176
SCX	-0.7496
NPR2	-0.5158
NPR3	-0.8312
SLCO1B7	-0.8027
RASSF4	-0.3032
RNF130	-0.1791
ZNF624	0.0261
SAFB2	-0.1278
NSD1	0.0351
ZNF2	-0.2285
ZNF57	-0.1155
NSMCE4A	-0.4186
ZNF100	-0.251
ZNF114	-0.0359
ZNF479	-0.251
ZNF680	-0.251
ZNF730	-0.251
ZNF737	-0.251
ZNF98	-0.251
POM121B	-0.4655
POM121L12	-0.4655
POM121L2	-0.4655
OARD1	-0.5887
SPATA20	-0.1669
TET1	-0.4431
OLFML3	-0.117
OMA1	-0.8115
RIPPLY3	-0.6602
OTP	-0.4152
P3H4	-0.9157
PLOD3	-0.4691
UBE2E2	-0.4372
PYCR1	-0.7687
ZNF365	-0.4486
ZNF169	-0.2781
VSX2	-0.5922
PAXX	-0.5353
PBLD	-0.597
ZNF157	-0.2531
RNASEH2A	-0.533
SETMAR	-0.4406
U38	-0.438
ZRANB3	-0.5405
PDCD2	-0.4561
SLC22A4	-0.0576
SLC22A5	-0.0863
ZNF235	-0.0943
ZNF471	-0.1205
SENP6	-0.4698
PHOX2B	-0.4152
PIEZO1	-0.7986
PKD1L1	-0.7192
PKD2L2	-0.7986
PKHD1	-0.7955
PKM2	-0.4866
PLAAT4	-0.5311
PLSCR3	-0.3055
PLSCR4	-0.2622
SEMA6D	-0.5607
SEMA6B	-0.6334
SEMA6C	-0.6334
SEMA4A	-0.6516
SEMA4B	-0.0544
SEMA4G	-0.2852
ZNF506	-0.0405
PRRC2A	-0.668
SCML2	-0.4417
ZFP1	-0.08
SLC27A1	-0.2251
SLC27A4	-0.2251
TNP1	-0.4626
PPIL3	-0.4257
PPM1J	-0.2677
TRPM8	-0.0648
ZNF160	-0.2642
ZNF517	0.1501
ZNF550	-0.0976
ZNF611	0.0648
ZNF764	0.2164
ZNF785	-0.2744
PRDM2	-0.3108
TTF2	0.0092
TNP2	-0.1759
PRMT8	-0.3111
ZNF436	-0.0834
RNF113B	-0.5151
USB1	-0.5151
PRRG1	-0.8103
SPPL2B	-0.3688
UBE3C	-0.4222
STAP2	-0.1759
PVRIG	-0.459
TRAF3IP3	-0.6447
SLF1	-0.5464
SHISA2	-0.2317
RPAIN	-0.368
RANBP3L	-0.5504
TMSB10	-0.4968
TSHZ1	-0.7493
TSHZ2	-0.7493
RASSF3	-0.6419
USP4	-0.0668
ZNF324B	-0.3747
ZDHHC13	-0.266
ZNF546	-0.0353
RIPK4	-0.2867
RNASEH1	-0.4255
RNASEH2B	-0.6607
RNF133	-0.3523
RNF150	-0.4871
RNF165	-0.423
SLFN11	-0.4255
SOBP	-0.4904
SLC22A2	-0.1525
SLC5A1	-0.1101
S100A2	-0.7178
S100G	-0.8209
SAP25	-0.5362
ZKSCAN4	-0.4008
ZNF444	-0.5024
ZSCAN32	-0.2386
SFMBT2	-0.4338
SELENOP	-0.4593
YTHDF2	-0.5349
SHFL	-0.2893
UNK	-0.4472
SLC22A1	-0.1508
SLC22A3	-0.1453
SLC34A3	-0.676
SLC44A1	-0.1608
SLC44A2	-0.1608
SLC44A3	-0.1608
SLC44A4	-0.1608
SLC44A5	-0.1608
SLC5A7	-0.1518
ZCCHC12	-0.4385
ZCCHC18	-0.5504
SOX12	-0.4661
ZNF189	0.0304
SYT-SSX1	-0.6448
SYT-SSX2	-0.6448
ZC4H2	-0.1383
SMPDL3B	-0.6185
TGM4	-0.0877
SP9	-0.4152
SPPL2A	-0.5429
SQLE	-0.6287
ZNF208	-0.1102
ZNF845	-0.1102
TRIM34	-0.1066
ZFP28	-0.1224
ZFP30	-0.1224
ZFP37	-0.1224
ZFP57	-0.1224
ZFP69	-0.1224
ZFP69B	-0.1224
ZFP82	-0.1224
ZFP90	-0.1224
ZFP92	-0.1224
ZIK1	-0.1189
ZIM3	-0.1224
ZNF10	-0.09
ZNF112	-0.1224
ZNF12	-0.1224
ZNF132	-0.121
ZNF133	-0.1224
ZNF135	-0.1224
ZNF140	-0.1224
ZNF141	-0.1224
ZNF154	-0.1224
ZNF155	-0.0758
ZNF17	-0.1224
ZNF177	-0.1224
ZNF180	-0.1224
ZNF181	-0.1224
ZNF182	-0.1224
ZNF19	-0.1224
ZNF195	-0.1224
ZNF20	-0.0619
ZNF200	-0.1224
ZNF211	-0.1224
ZNF214	-0.1224
ZNF221	-0.1224
ZNF222	-0.1224
ZNF223	-0.1224
ZNF227	-0.0871
ZNF229	-0.1224
ZNF230	-0.1224
ZNF233	-0.1224
ZNF234	-0.1224
ZNF248	-0.1224
ZNF25	-0.1224
ZNF251	-0.1224
ZNF254	-0.1224
ZNF256	-0.0424
ZNF26	-0.1224
ZNF264	-0.1195
ZNF268	-0.0424
ZNF275	-0.1224
ZNF282	-0.1224
ZNF283	-0.1224
ZNF284	-0.1224
ZNF285	-0.1224
ZNF286A	-0.1208
ZNF30	-0.1224
ZNF304	-0.1197
ZNF311	-0.1224
ZNF316	-0.1125
ZNF317	-0.1206
ZNF320	-0.1224
ZNF324	-0.1113
ZNF333	-0.1224
ZNF334	-0.1188
ZNF337	0.0248
ZNF33B	-0.1224
ZNF34	-0.0723
ZNF343	-0.1224
ZNF347	-0.1224
ZNF354B	-0.1224
ZNF354C	-0.1224
ZNF37A	-0.1224
ZNF382	-0.038
ZNF383	-0.1224
ZNF404	-0.1224
ZNF415	-0.1224
ZNF416	-0.1224
ZNF418	-0.1224
ZNF419	-0.1224
ZNF426	0.076
ZNF429	-0.1224
ZNF432	-0.1224
ZNF433	-0.1224
ZNF439	0.019
ZNF44	-0.0874
ZNF440	0.0292
ZNF442	-0.1224
ZNF443	-0.1224
ZNF45	-0.0384
ZNF454	-0.107
ZNF461	-0.1219
ZNF468	-0.1224
ZNF470	-0.1224
ZNF480	-0.1224
ZNF484	-0.0286
ZNF486	-0.1224
ZNF492	-0.1224
ZNF514	-0.107
ZNF527	-0.1224
ZNF528	-0.1224
ZNF529	-0.1224
ZNF530	-0.1224
ZNF534	-0.1224
ZNF540	-0.1224
ZNF543	-0.1224
ZNF544	-0.1224
ZNF547	-0.1224
ZNF548	-0.1224
ZNF549	-0.1224
ZNF551	-0.1224
ZNF552	-0.1224
ZNF554	-0.1224
ZNF557	-0.0286
ZNF558	-0.0981
ZNF559	-0.025
ZNF560	-0.1224
ZNF561	-0.1224
ZNF562	-0.1224
ZNF563	-0.1224
ZNF565	-0.1224
ZNF566	-0.1224
ZNF569	-0.1224
ZNF570	-0.1224
ZNF571	-0.1224
ZNF577	-0.1224
ZNF582	-0.1224
ZNF583	-0.1224
ZNF585A	-0.1224
ZNF585B	-0.1153
ZNF589	-0.1224
ZNF596	-0.1224
ZNF599	-0.1224
ZNF600	-0.1224
ZNF605	-0.1224
ZNF606	-0.1224
ZNF610	-0.1224
ZNF614	-0.1224
ZNF615	-0.1224
ZNF616	-0.1186
ZNF619	-0.0998
ZNF620	-0.1224
ZNF621	-0.1224
ZNF623	-0.1224
ZNF627	-0.1224
ZNF630	-0.1224
ZNF641	-0.1224
ZNF658	-0.0424
ZNF665	-0.1224
ZNF667	-0.1224
ZNF669	-0.1224
ZNF670	-0.1095
ZNF671	-0.1224
ZNF674	-0.1224
ZNF676	-0.1224
ZNF677	-0.1224
ZNF679	-0.025
ZNF682	-0.1224
ZNF684	-0.1224
ZNF688	-0.1224
ZNF699	-0.107
ZNF7	-0.0469
ZNF700	-0.1224
ZNF701	-0.1224
ZNF705A	-0.1224
ZNF705D	-0.1224
ZNF705E	-0.1224
ZNF707	-0.025
ZNF708	-0.1224
ZNF709	-0.1024
ZNF716	-0.1224
ZNF717	-0.1224
ZNF721	-0.1224
ZNF726	-0.1224
ZNF727	-0.1224
ZNF729	-0.1224
ZNF735	-0.1224
ZNF736	-0.1224
ZNF749	-0.1224
ZNF761	-0.1224
ZNF763	-0.0494
ZNF765	-0.1224
ZNF766	-0.1224
ZNF772	-0.1224
ZNF773	-0.1224
ZNF777	-0.1224
ZNF778	-0.1224
ZNF780A	-0.1142
ZNF780B	-0.1224
ZNF782	-0.1224
ZNF783	-0.1191
ZNF786	-0.1224
ZNF79	-0.1224
ZNF790	-0.1224
ZNF791	-0.1224
ZNF799	-0.1224
ZNF806	-0.1224
ZNF81	-0.1224
ZNF813	-0.1224
ZNF814	-0.1224
ZNF816	-0.1224
ZNF829	0.0617
ZNF836	-0.1224
ZNF84	-0.1224
ZNF841	-0.1224
ZNF846	-0.1224
ZNF85	-0.1163
ZNF850	-0.1224
